department,title,ask,answer
普通外科,经常腰疼早上起不来是不是肾虚,女今年24岁，右腰侧疼痛，去年十二月发的病，第一次在拔罐那贴了点药好了一些，十一月病发了我去中医院治病，请问我想知道经常腰疼早上起不来是不是肾虚？,不是肾虚，腰疼要留意检查一下如何有肾脏疾病或者是因为腰椎疾病引来的，可以做个尿常规，b超腰椎片仔细检查，并积极治疗的，另外怕冷，考虑可能会是体质上升引来。可以泡泡脚，并且留意增强体质，可以服食药物治疗，多活动，始终保持充足的深度睡眠。最后，在生活中注意要保持良好的心情，好的心情对疾病的恢复很有帮助。
普通外科,腰疼和肾虚问题有关吗,女今年29岁，我今天做家务的时候突然再次出现了腰疼的情况，而且疼的比较的厉害，我都不能够弯身了，请问我想知道腰疼和肾虚问题有关吗？,"是拥有的肾虚了，个人建议多加强锻炼，多增强体质，可以通过饮食调养。另外女性的话没有必要去喝药控制的，因为容易致使激素排泄紊乱。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,较近后面腰疼是不是肾虚了,女今年25岁，右腰侧疼痛，去年十二月发的病，第一次在拔罐那贴了点药好了一些，十一月病发了我去中医院治病，请问我想知道较近后面腰疼是不是肾虚了？,"如果说每个月梦遗不超过两到三次的话，这个是正常的情况，腰疼有可能是因为肾脏疾病，腰椎疾病，可以做个b超，尿常规，腰椎片的仔细检查，并且留意积极治疗的，尽量留意防止久坐久站，尽量睡硬板床，多喝水，不要憋尿，要留意防寒。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,腰疼与肾虚问题有关吗,女今年23岁，感觉自己最近也没怎么做体力运动，可是就感觉到腰酸腿疼的厉害，请问我想知道腰疼与肾虚问题有关吗？,白发与肝肾虚弱.肝热.血热等关于.建议找中医辨证论治用中药治疗.可吃些补肾益髓的中药.如七宝美髯丹.多吃黑芝麻.核桃.黑大豆.何首乌.枸杞.蔬菜水果.放松心情。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
肛肠,有痔疮脱肛会疼用什么药物比较合适,男今年33岁，最近这一段时间，我感觉肛门很痛，有时候大便还会带血，去医院仔细检查医生说是痔疮，请问我想知道有痔疮脱肛会疼用什么药物比较合适？,痔疮一般是因为大便干结等原因引来的，建议留意歇息，防止加班和操劳，不要吃辛辣刺激性过大的食物，多吃含有粗纤维素的食物，始终保持大便通畅，防止大便干结，防止大便时间过长，每次大便完了以后动用温水坐浴，局部动用痔疮药物进行治疗。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
普通外科,右腰疼痛治疗方法是什么,女今年31岁，我今天做家务的时候突然再次出现了腰疼的情况，而且疼的比较的厉害，我都不能够弯身了，请问我想知道右腰疼痛治疗方法是什么？,建议你去医院拍个片子看一看椎间盘可有问题，一般情况下是腰部反反复复疼痛是椎间盘有问题，可以去疼痛科做神经迟滞治疗，效果不错，平时留意生活规律，适度活动，坚持补钙，锻练腰肌。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
肛肠,痔疮脱肛能慢慢调理过来一点吗,男今年38岁，我这得了痔疮后，经常就是被疼痛所困恼，每次痔疮一再次出现我恨不得睡午觉都是站着，请问我想知道痔疮脱肛能慢慢调理过来一点吗？,"如果脱开程度比较严重,保守治疗只好缓解,而且脱开是渐进性严重的,反反复复脱开会使肛门括约肌松弛,构成直肠黏膜的脱开,这就只好手术了。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,腰疼痛已有一个多月怎么回事,女女今年26岁，腰疼有半年多了，特别是的时候特别疼，头发掉了一年多了，虽然在掉，但也有新发长出的，但是生长很慢，请问我想知道腰疼痛已有一个多月怎么回事？,"可能会是再次出现腰肌劳损的现象，平常要留意多歇息，防止过度操劳，管理重体力活。在疼痛部位可以进行针灸针灸，推拿的手法治疗，可以起些缓解疼痛的效果。还可能会是再次出现肌肉拉伤的运动，以及风湿类疾病，腰椎间盘突出等，建议去医院仔细检查。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,女人左腰疼痛是什么原因造成的,女今年25岁，感觉自己最近也没怎么做体力运动，可是就感觉到腰酸腿疼的厉害，请问我想知道女人左腰疼痛是什么原因造成的？,"引来女性左腰疼痛的原因有好几种，首先考虑肾结石，结石会引起腰疼，另外女性的附件炎也有可能会引起腰疼，另外腰部的腰椎炎症也是引起腰疼的原因之一，如果长期操劳也有可能再次出现腰肌劳损，建议您去医院做一下详细的仔细检查以便诊断。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,右腰疼痛是什么原因造成的问题,女今年27岁，右腰侧疼痛，去年十二月发的病，第一次在拔罐那贴了点药好了一些，十一月病发了我去中医院治病，请问我想知道右腰疼痛是什么原因造成的问题？,可能会是因为妇科的疾病，也可能会是因为胃肠炎致使的，泌尿系统的结石也是会致使疼痛的再次发生的，所以最好去医院仔细检查，及时的动用消炎活血的药物治疗，平时留意个人卫生，饮食清淡。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
普通外科,腰疼站不起来的原因是什么,女今年31岁，右腰侧疼痛，去年十二月发的病，第一次在拔罐那贴了点药好了一些，十一月病发了我去中医院治病，请问我想知道腰疼站不起来的原因是什么？,"感觉您的症状合乎腰椎间盘突出症，建议卧床歇息1月，口服营养神经药物治疗，如果效果不好，建议去医院行核磁共振仔细检查，ct有些地方不如核磁共振看的清楚。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
普通外科,腰疼是由什么原因引起的,女今年36岁，我今天做家务的时候突然再次出现了腰疼的情况，而且疼的比较的厉害，我都不能够弯身了，请问我想知道腰疼是由什么原因引起的,根据您的叙述及提供的病史资料，年轻人再次出现的腰腿痛等腰椎间盘突出症状，或者外伤，过度载重，操劳后偶尔再次出现的腰腿痛症状，即便腰椎磁共振仔细检查提示腰椎间盘突出症及腰椎管狭窄，其实在很大程度上是由于腰椎过度载重疲劳引来椎小关节功能紊乱所致，留意歇息，尤其是尽量卧床歇息，少站少坐，减低腰椎载重疲劳，防止持继反反复复用力弯身转过身及抬脚等引致因素，防止腰部外伤，留意并尽量办到这些，有时无须复杂过度治疗，甚至不需要治疗，症状就会逐渐缓解。
普通外科,腰疼怎么办是什么原因引起的,女女今年30岁，腰疼有半年多了，特别是的时候特别疼，头发掉了一年多了，虽然在掉，但也有新发长出的，但是生长很慢，请问我想知道腰疼怎么办是什么原因引起的,根据您的叙述及提供的病史资料，年轻人再次出现的腰腿痛等腰椎间盘突出症状，或者外伤，过度载重，操劳后偶尔再次出现的腰腿痛症状，即便腰椎磁共振仔细检查提示腰椎间盘突出症及腰椎管狭窄，其实在很大程度上是由于腰椎过度载重疲劳引来椎小关节功能紊乱所致，留意歇息，尤其是尽量卧床歇息，少站少坐，减低腰椎载重疲劳，防止持继反反复复用力弯身转过身及抬脚等引致因素，防止腰部外伤，留意并尽量办到这些，有时无须复杂过度治疗，甚至不需要治疗，症状就会逐渐缓解。
普通外科,腰疼是什么原因引发的啊,女今年30岁，感觉自己最近也没怎么做体力运动，可是就感觉到腰酸腿疼的厉害，请问我想知道腰疼是什么原因引发的啊？,腰肌劳损的情况一般是因为腰部活动量较大等原因引来的，建议留意歇息，防止长时间弯身，增加腰部活动量，防止腰部受寒，睡午觉歇息的时候不要动用过软的床，给与腰背部进行针灸，针灸，拔罐等治疗，动用活血化瘀的中药膏药内服，可以到正规医院骨科复诊，做腰椎ct等仔细检查，剔除腰椎间盘突出的可能性。
普通外科,突然腰疼厉害是什么原因,女女今年31岁，腰疼有半年多了，特别是的时候特别疼，头发掉了一年多了，虽然在掉，但也有新发长出的，但是生长很慢，请问我想知道突然腰疼厉害是什么原因？,引来腰疼的原因有一些，需要有诸多方面考虑，常见的病因有腰肌劳损，腰椎间盘突，泌尿系统结石等，建议您及时去医院仔细检查下，查明病因后有针对性的治疗。平时要留意歇息，防止过度操劳，生活要有规律，适当的做些锻练，增强体质，不要长时间坐着，可以多睡硬板床，有利于恢复。
